IDMessage;Battery;Value;W/h;amps
0;B4;2.76;;
0;B5;2.67;;
;;;284.43;3
0;B0;2.69;;
0;B1;2.66;;
0;B2;2.74;;
0;B3;2.67;;
0;B4;2.74;;
0;B5;2.66;;
;;;285.15;1.94
0;B0;2.73;;
0;B1;2.71;;
0;B2;2.78;;
0;B3;2.72;;
0;B4;2.79;;
0;B5;2.72;;
;;;286.44;0.72
0;B0;2.75;;
0;B1;2.74;;
0;B2;2.8;;
0;B3;2.73;;
0;B4;2.81;;
0;B5;2.74;;
;;;286.55;0
0;B0;2.74;;
0;B1;2.73;;
0;B2;2.78;;
0;B3;2.72;;
0;B4;2.8;;
0;B5;2.73;;
;;;288.24;0.72
0;B0;2.67;;
0;B1;2.63;;
0;B2;2.7;;
0;B3;2.63;;
0;B4;2.74;;
0;B5;2.64;;
;;;288.39;3.61
0;B0;2.55;;
0;B1;2.52;;
0;B2;2.59;;
0;B3;2.49;;
0;B4;2.62;;
0;B5;2.5;;
;;;290.11;8.83
0;B0;2.51;;
0;B1;2.46;;
0;B2;2.53;;
0;B3;2.45;;
0;B4;2.57;;
0;B5;2.45;;
;;;291.31;10.5
0;B0;2.7;;
0;B1;2.68;;
0;B2;2.74;;
0;B3;2.68;;
0;B4;2.77;;
0;B5;2.69;;
;;;295.16;0
0;B0;2.66;;
0;B1;2.65;;
0;B2;2.7;;
0;B3;2.63;;
0;B4;2.8;;
0;B5;2.64;;
;;;295.86;2.22
0;B0;2.61;;
0;B1;2.58;;
0;B2;2.64;;
0;B3;2.56;;
0;B4;2.69;;
0;B5;2.58;;
;;;297.34;5.33
0;B0;2.63;;
0;B1;2.61;;
0;B2;2.67;;
0;B3;2.6;;
0;B4;2.69;;
0;B5;2.61;;
;;;298.78;2.33
0;B0;2.65;;
0;B1;2.67;;
0;B2;2.68;;
0;B3;2.61;;
0;B4;2.78;;
0;B5;2.62;;
;;;299;8.55
0;B0;2.77;;
0;B1;2.76;;
0;B2;2.83;;
0;B3;2.74;;
0;B4;2.89;;
0;B5;2.77;;
;;;300.14;0
0;B0;2.65;;
0;B1;2.62;;
0;B2;2.69;;
0;B3;2.61;;
0;B4;2.7;;
0;B5;2.62;;
;;;300.26;6.22
0;B0;2.78;;
0;B1;2.77;;
0;B2;2.83;;
0;B3;2.76;;
0;B4;2.88;;
0;B5;2.76;;
;;;300.63;0
0;B0;2.19;;
0;B1;2.08;;
0;B2;2.21;;
0;B3;2.08;;
0;B4;2.25;;
0;B5;2.05;;
;;;302.14;26.6
0;B0;2.64;;
0;B1;2.62;;
0;B2;2.68;;
0;B3;2.67;;
0;B4;2.73;;
0;B5;2.61;;
;;;306.94;2.11
0;B0;2.71;;
0;B1;2.69;;
0;B2;2.74;;
0;B3;2.68;;
0;B4;2.79;;
0;B5;2.69;;
;;;307.02;0
0;B0;2.75;;
0;B1;2.74;;
0;B2;2.78;;
0;B3;2.73;;
0;B4;2.81;;
0;B5;2.73;;
;;;307.23;0
0;B0;2.75;;
0;B1;2.74;;
0;B2;2.8;;
0;B3;2.77;;
0;B4;2.86;;
0;B5;2.73;;
;;;307.24;0
0;B0;2.77;;
0;B1;2.77;;
0;B2;2.81;;
0;B3;2.77;;
0;B4;2.83;;
0;B5;2.76;;
;;;307.34;0
0;B0;2.39;;
0;B1;2.34;;
0;B2;2.4;;
0;B3;2.31;;
0;B4;2.42;;
0;B5;2.31;;
;;;314.06;13.61
0;B0;1.92;;
0;B1;1.8;;
0;B2;1.92;;
0;B3;1.74;;
0;B4;1.91;;
0;B5;1.77;;
;;;315.94;33.71
0;B0;2.7;;
0;B1;2.68;;
0;B2;2.75;;
0;B3;2.73;;
0;B4;2.76;;
0;B5;2.69;;
;;;316.42;0
0;B0;2.72;;
0;B1;2.71;;
0;B2;2.75;;
0;B3;2.7;;
0;B4;2.78;;
0;B5;2.7;;
;;;316.42;0
0;B0;1.8;;
0;B1;1.64;;
0;B2;1.79;;
0;B3;1.57;;
0;B4;1.77;;
0;B5;1.61;;
;;;318.17;42.32
0;B0;2.35;;
0;B1;2.29;;
0;B2;2.37;;
0;B3;2.27;;
0;B4;2.38;;
0;B5;2.28;;
;;;321.03;11.94
0;B0;1.98;;
0;B1;1.85;;
0;B2;1.98;;
0;B3;1.81;;
0;B4;2.02;;
0;B5;1.84;;
;;;327.21;29.99
0;B0;2.06;;
0;B1;1.94;;
0;B2;2.05;;
0;B3;1.91;;
0;B4;2.05;;
0;B5;1.93;;
;;;329.44;26.44
0;B0;2.6;;
0;B1;2.57;;
0;B2;2.64;;
0;B3;2.58;;
0;B4;2.66;;
0;B5;2.58;;
;;;334.2;0
0;B0;2.64;;
0;B1;2.62;;
0;B2;2.68;;
0;B3;2.65;;
0;B4;2.69;;
0;B5;2.63;;
;;;334.21;0
0;B0;2.69;;
0;B1;2.69;;
0;B2;2.73;;
0;B3;2.71;;
0;B4;2.75;;
0;B5;2.69;;
;;;334.22;0
0;B0;2.71;;
0;B1;2.7;;
0;B2;2.76;;
0;B3;2.69;;
0;B4;2.76;;
0;B5;2.7;;
;;;334.22;0
0;B0;2.72;;
0;B1;2.72;;
0;B2;2.76;;
0;B3;2.71;;
0;B4;2.78;;
0;B5;2.72;;
;;;334.54;0
0;B0;2.73;;
0;B1;2.73;;
0;B2;2.77;;
0;B3;2.71;;
0;B4;2.78;;
0;B5;2.72;;
;;;334.54;0
0;B0;2.75;;
0;B1;2.75;;
0;B2;2.8;;
0;B3;2.73;;
0;B4;2.8;;
0;B5;2.73;;
;;;334.54;0
0;B0;2.75;;
0;B1;2.74;;
0;B2;2.79;;
0;B3;2.73;;
0;B4;2.8;;
0;B5;2.75;;
;;;334.54;0
0;B0;2.75;;
0;B1;2.74;;
0;B2;2.8;;
0;B3;2.72;;
0;B4;2.82;;
0;B5;2.74;;
;;;334.9;0.72
0;B0;1.92;;
0;B1;1.78;;
0;B2;1.94;;
0;B3;1.73;;
0;B4;1.9;;
0;B5;1.74;;
;;;335.47;36.6
0;B0;1.88;;
0;B1;1.73;;
0;B2;1.89;;
0;B3;1.7;;
0;B4;1.88;;
0;B5;1.71;;
;;;342.36;33.43
0;B0;2.63;;
0;B1;2.62;;
0;B2;2.68;;
0;B3;2.61;;
0;B4;2.71;;
0;B5;2.63;;
;;;343.56;0
0;B0;1.8;;
0;B1;1.65;;
0;B2;1.79;;
0;B3;1.63;;
0;B4;1.77;;
0;B5;1.62;;
;;;346.66;37.66
0;B0;2.06;;
0;B1;1.95;;
0;B2;2.06;;
0;B3;1.92;;
0;B4;2.06;;
0;B5;1.94;;
;;;356.07;23.6
0;B0;2.59;;
0;B1;2.57;;
0;B2;2.62;;
0;B3;2.57;;
0;B4;2.64;;
0;B5;2.57;;
;;;357.07;0
0;B0;2.59;;
0;B1;2.56;;
0;B2;2.62;;
0;B3;2.59;;
0;B4;2.64;;
0;B5;2.58;;
;;;362.19;1.16
0;B0;1.87;;
0;B1;1.74;;
0;B2;1.87;;
0;B3;1.72;;
0;B4;1.85;;
0;B5;1.71;;
;;;362.46;35.32
0;B0;1.85;;
0;B1;1.71;;
0;B2;1.85;;
0;B3;1.66;;
0;B4;1.84;;
0;B5;1.66;;
;;;368.28;35.6
0;B0;2.59;;
0;B1;2.56;;
0;B2;2.63;;
0;B3;2.59;;
0;B4;2.64;;
0;B5;2.58;;
;;;369.76;0
0;B0;2.61;;
0;B1;2.59;;
0;B2;2.65;;
0;B3;2.6;;
0;B4;2.7;;
0;B5;2.6;;
;;;373.51;0
0;B0;2.64;;
0;B1;2.63;;
0;B2;2.69;;
0;B3;2.64;;
0;B4;2.72;;
0;B5;2.64;;
;;;374.79;0
0;B0;2.67;;
0;B1;2.66;;
0;B2;2.71;;
0;B3;2.66;;
0;B4;2.72;;
0;B5;2.67;;
;;;374.81;0
0;B0;2.67;;
0;B1;2.67;;
0;B2;2.73;;
0;B3;2.69;;
0;B4;2.76;;
0;B5;2.68;;
;;;375.96;1.28
0;B0;2.69;;
0;B1;2.69;;
0;B2;2.74;;
0;B3;2.68;;
0;B4;2.74;;
0;B5;2.69;;
;;;375.96;0
0;B0;2.71;;
0;B1;2.72;;
0;B2;2.76;;
0;B3;2.7;;
0;B4;2.77;;
0;B5;2.71;;
;;;375.96;0
0;B0;2.71;;
0;B1;2.72;;
0;B2;2.78;;
0;B3;2.71;;
0;B4;2.78;;
0;B5;2.72;;
;;;375.96;0
0;B0;2.73;;
0;B1;2.73;;
0;B2;2.79;;
0;B3;2.71;;
0;B4;2.79;;
0;B5;2.73;;
;;;375.96;0
0;B0;2.73;;
0;B1;2.74;;
0;B2;2.77;;
0;B3;2.75;;
0;B4;2.78;;
0;B5;2.73;;
;;;375.96;0
0;B0;2.51;;
0;B1;2.5;;
0;B2;2.56;;
0;B3;2.49;;
0;B4;2.54;;
0;B5;2.5;;
;;;376.24;9.05
0;B0;2.68;;
0;B1;2.68;;
0;B2;2.73;;
0;B3;2.68;;
0;B4;2.74;;
0;B5;2.68;;
;;;376.66;2.55
0;B0;2.72;;
0;B1;2.73;;
0;B2;2.78;;
0;B3;2.72;;
0;B4;2.79;;
0;B5;2.74;;
;;;377.17;0
0;B0;2.72;;
0;B1;2.74;;
0;B2;2.79;;
0;B3;2.73;;
0;B4;2.78;;
0;B5;2.74;;
;;;377.17;0
0;B0;2.73;;
0;B1;2.76;;
0;B2;2.8;;
0;B3;2.73;;
0;B4;2.8;;
0;B5;2.75;;
;;;377.17;0
0;B0;2.74;;
0;B1;2.76;;
0;B2;2.8;;
0;B3;2.77;;
0;B4;2.8;;
0;B5;2.75;;
;;;377.17;0
0;B0;2.74;;
0;B1;2.76;;
0;B2;2.79;;
0;B3;2.74;;
0;B4;2.8;;
0;B5;2.75;;
;;;377.17;0
0;B0;2.69;;
0;B1;2.7;;
0;B2;2.75;;
0;B3;2.67;;
0;B4;2.75;;
0;B5;2.68;;
;;;377.53;2.72
0;B0;2.69;;
0;B1;2.7;;
0;B2;2.73;;
0;B3;2.66;;
0;B4;2.74;;
0;B5;2.67;;
;;;377.87;2.33
0;B0;2.74;;
0;B1;2.77;;
0;B2;2.8;;
0;B3;2.77;;
0;B4;2.81;;
0;B5;2.75;;
;;;378.02;0
0;B0;2.75;;
0;B1;2.77;;
0;B2;2.8;;
0;B3;2.75;;
0;B4;2.82;;
0;B5;2.75;;
;;;378.02;0
0;B0;2.75;;
0;B1;2.78;;
0;B2;2.81;;
0;B3;2.76;;
0;B4;2.85;;
0;B5;2.76;;
;;;378.02;0
0;B0;2.75;;
0;B1;2.77;;
0;B2;2.81;;
0;B3;2.74;;
0;B4;2.81;;
0;B5;2.76;;
;;;378.02;0
0;B0;2.63;;
0;B1;2.63;;
0;B2;2.67;;
0;B3;2.62;;
0;B4;2.68;;
0;B5;2.61;;
;;;378.26;5.11
0;B0;2.74;;
0;B1;2.76;;
0;B2;2.8;;
0;B3;2.73;;
0;B4;2.81;;
0;B5;2.74;;
;;;378.77;0
0;B0;2.74;;
0;B1;2.77;;
0;B2;2.79;;
0;B3;2.75;;
0;B4;2.8;;
0;B5;2.74;;
;;;378.78;0
0;B0;2.76;;
0;B1;2.78;;
0;B2;2.81;;
0;B3;2.74;;
0;B4;2.85;;
0;B5;2.76;;
;;;378.81;0
0;B0;2.75;;
0;B1;2.77;;
0;B2;2.8;;
0;B3;2.77;;
0;B4;2.82;;
0;B5;2.76;;
;;;378.81;0
0;B0;2.45;;
0;B1;2.42;;
0;B2;2.49;;
0;B3;2.39;;
0;B4;2.49;;
0;B5;2.4;;
;;;379.93;14.33
0;B0;2.73;;
0;B1;2.74;;
0;B2;2.78;;
0;B3;2.76;;
0;B4;2.81;;
0;B5;2.73;;
;;;380.1;0
0;B0;2.71;;
0;B1;2.73;;
0;B2;2.76;;
0;B3;2.71;;
0;B4;2.79;;
0;B5;2.72;;
;;;381.95;1.33
0;B0;2.63;;
0;B1;2.62;;
0;B2;2.66;;
0;B3;2.65;;
0;B4;2.69;;
0;B5;2.62;;
;;;387;0.72
0;B0;2.03;;
0;B1;1.9;;
0;B2;2.04;;
0;B3;1.86;;
0;B4;2.08;;
0;B5;1.87;;
;;;387.71;30.27
0;B0;2.56;;
0;B1;2.53;;
0;B2;2.6;;
0;B3;2.61;;
0;B4;2.63;;
0;B5;2.57;;
;;;396.1;0
0;B0;2.62;;
0;B1;2.61;;
0;B2;2.66;;
0;B3;2.63;;
0;B4;2.73;;
0;B5;2.62;;
;;;399.22;0.83
0;B0;2.07;;
0;B1;1.96;;
0;B2;2.05;;
0;B3;1.93;;
0;B4;2.07;;
0;B5;1.95;;
;;;400.76;27.1
0;B0;2.58;;
0;B1;2.55;;
0;B2;2.62;;
0;B3;2.57;;
0;B4;2.63;;
0;B5;2.57;;
;;;407.26;0.72
0;B0;1.94;;
0;B1;1.82;;
0;B2;1.95;;
0;B3;1.81;;
0;B4;1.98;;
0;B5;1.8;;
;;;407.5;33.77
0;B0;2.29;;
0;B1;2.22;;
0;B2;2.33;;
0;B3;2.24;;
0;B4;2.35;;
0;B5;2.24;;
;;;411.79;13.88
0;B0;2.57;;
0;B1;2.54;;
0;B2;2.6;;
0;B3;2.55;;
0;B4;2.62;;
0;B5;2.56;;
;;;413.2;1.28
0;B0;2.61;;
0;B1;2.6;;
0;B2;2.65;;
0;B3;2.62;;
0;B4;2.67;;
0;B5;2.61;;
;;;416.44;0
0;B0;1.75;;
0;B1;1.59;;
0;B2;1.74;;
0;B3;1.55;;
0;B4;1.74;;
0;B5;1.58;;
;;;418.39;40.15
0;B0;1.85;;
0;B1;1.68;;
0;B2;1.85;;
0;B3;1.68;;
0;B4;1.83;;
0;B5;1.7;;
;;;423.32;36.99
0;B0;2.6;;
0;B1;2.59;;
0;B2;2.64;;
0;B3;2.6;;
0;B4;2.67;;
0;B5;2.6;;
;;;423.6;0
0;B0;2.11;;
0;B1;1.98;;
0;B2;2.09;;
0;B3;2.01;;
0;B4;2.08;;
0;B5;1.96;;
;;;426.75;23.77
0;B0;2.64;;
0;B1;2.63;;
0;B2;2.7;;
0;B3;2.64;;
0;B4;2.7;;
0;B5;2.65;;
;;;429.88;0
0;B0;2.65;;
0;B1;2.65;;
0;B2;2.71;;
0;B3;2.66;;
0;B4;2.72;;
0;B5;2.66;;
;;;429.89;0
0;B0;2.68;;
0;B1;2.69;;
0;B2;2.73;;
0;B3;2.69;;
0;B4;2.76;;
0;B5;2.69;;
;;;429.89;0
0;B0;2.68;;
0;B1;2.7;;
0;B2;2.75;;
0;B3;2.69;;
0;B4;2.75;;
0;B5;2.7;;
;;;429.89;0
0;B0;2.69;;
0;B1;2.71;;
0;B2;2.75;;
0;B3;2.71;;
0;B4;2.78;;
0;B5;2.71;;
;;;429.89;0
0;B0;2.58;;
0;B1;2.56;;
0;B2;2.63;;
0;B3;2.59;;
0;B4;2.63;;
0;B5;2.58;;
;;;438.41;0
0;B0;2.61;;
0;B1;2.61;;
0;B2;2.66;;
0;B3;2.62;;
0;B4;2.67;;
0;B5;2.63;;
;;;438.41;0
0;B0;2.67;;
0;B1;2.67;;
0;B2;2.72;;
0;B3;2.67;;
0;B4;2.74;;
0;B5;2.67;;
;;;438.41;0
0;B0;1.71;;
0;B1;1.55;;
0;B2;1.68;;
0;B3;1.49;;
0;B4;1.67;;
0;B5;1.5;;
;;;440.6;43.49
0;B0;2.5;;
0;B1;2.47;;
0;B2;2.53;;
0;B3;2.47;;
0;B4;2.55;;
0;B5;2.44;;
;;;442.2;8
0;B0;2.64;;
0;B1;2.63;;
0;B2;2.67;;
0;B3;2.65;;
0;B4;2.7;;
0;B5;2.64;;
;;;445.97;0
0;B0;2.02;;
0;B1;1.92;;
0;B2;2.03;;
0;B3;1.87;;
0;B4;2.01;;
0;B5;1.88;;
;;;446.49;30.05
0;B0;2.5;;
0;B1;2.47;;
0;B2;2.54;;
0;B3;2.46;;
0;B4;2.53;;
0;B5;2.48;;
;;;447.5;7.66
0;B0;2.67;;
0;B1;2.66;;
0;B2;2.72;;
0;B3;2.67;;
0;B4;2.72;;
0;B5;2.67;;
;;;447.81;0
0;B0;2.61;;
0;B1;2.61;;
0;B2;2.66;;
0;B3;2.61;;
0;B4;2.67;;
0;B5;2.61;;
;;;448.32;3.83
0;B0;2.27;;
0;B1;2.2;;
0;B2;2.29;;
0;B3;2.16;;
0;B4;2.25;;
0;B5;2.19;;
;;;448.76;15.61
0;B0;2.61;;
0;B1;2.6;;
0;B2;2.66;;
0;B3;2.61;;
0;B4;2.67;;
0;B5;2.61;;
;;;455.59;0
0;B0;2.59;;
0;B1;2.57;;
0;B2;2.63;;
0;B3;2.59;;
0;B4;2.63;;
0;B5;2.58;;
;;;455.61;4.44
0;B0;2.61;;
0;B1;2.58;;
0;B2;2.64;;
0;B3;2.61;;
0;B4;2.66;;
0;B5;2.6;;
;;;462.28;0
0;B0;2.42;;
0;B1;2.37;;
0;B2;2.44;;
0;B3;2.37;;
0;B4;2.46;;
0;B5;2.38;;
;;;463.31;8.05
0;B0;2.42;;
0;B1;2.36;;
0;B2;2.45;;
0;B3;2.37;;
0;B4;2.48;;
0;B5;2.38;;
;;;467;10
0;B0;1.8;;
0;B1;1.65;;
0;B2;1.79;;
0;B3;1.63;;
0;B4;1.79;;
0;B5;1.63;;
;;;469.34;38.16
0;B0;1.81;;
0;B1;1.65;;
0;B2;1.81;;
0;B3;1.63;;
0;B4;1.79;;
0;B5;1.64;;
;;;472.44;32.05
0;B0;2.61;;
0;B1;2.6;;
0;B2;2.67;;
0;B3;2.61;;
0;B4;2.7;;
0;B5;2.61;;
;;;473.07;1.16
0;B0;2.58;;
0;B1;2.54;;
0;B2;2.61;;
0;B3;2.58;;
0;B4;2.63;;
0;B5;2.57;;
;;;478.67;0
0;B0;2.61;;
0;B1;2.58;;
0;B2;2.65;;
0;B3;2.62;;
0;B4;2.66;;
0;B5;2.61;;
;;;478.69;0.94
0;B0;1.99;;
0;B1;1.85;;
0;B2;1.99;;
0;B3;1.83;;
0;B4;2;;
0;B5;1.87;;
;;;480.76;27.21
0;B0;2.6;;
0;B1;2.57;;
0;B2;2.65;;
0;B3;2.61;;
0;B4;2.67;;
0;B5;2.6;;
;;;482;0
0;B0;2.66;;
0;B1;2.64;;
0;B2;2.71;;
0;B3;2.65;;
0;B4;2.71;;
0;B5;2.66;;
;;;482;0
0;B0;2.67;;
0;B1;2.65;;
0;B2;2.73;;
0;B3;2.67;;
0;B4;2.74;;
0;B5;2.67;;
;;;482.37;0
0;B0;2.4;;
0;B1;2.33;;
0;B2;2.44;;
0;B3;2.35;;
0;B4;2.44;;
0;B5;2.34;;
;;;485.51;10.16
0;B0;2.65;;
0;B1;2.63;;
0;B2;2.69;;
0;B3;2.64;;
0;B4;2.7;;
0;B5;2.65;;
;;;485.76;0
0;B0;2.4;;
0;B1;2.36;;
0;B2;2.43;;
0;B3;2.35;;
0;B4;2.44;;
0;B5;2.35;;
;;;487.79;11.27
0;B0;2.65;;
0;B1;2.63;;
0;B2;2.7;;
0;B3;2.65;;
0;B4;2.72;;
0;B5;2.65;;
;;;488.07;0
0;B0;1.79;;
0;B1;1.65;;
0;B2;1.78;;
0;B3;1.61;;
0;B4;1.8;;
0;B5;1.64;;
;;;492.06;36.16
0;B0;1.82;;
0;B1;1.65;;
0;B2;1.8;;
0;B3;1.63;;
0;B4;1.81;;
0;B5;1.65;;
;;;494.57;34.05
0;B0;2.3;;
0;B1;2.2;;
0;B2;2.31;;
0;B3;2.24;;
0;B4;2.27;;
0;B5;2.22;;
;;;497.79;14.77
0;B0;2.55;;
0;B1;2.53;;
0;B2;2.6;;
0;B3;2.55;;
0;B4;2.61;;
0;B5;2.54;;
;;;498.37;2.61
0;B0;1.85;;
0;B1;1.69;;
0;B2;1.83;;
0;B3;1.68;;
0;B4;1.84;;
0;B5;1.67;;
;;;501.3;32.88
0;B0;2.6;;
0;B1;2.57;;
0;B2;2.64;;
0;B3;2.6;;
0;B4;2.66;;
0;B5;2.6;;
;;;502;0
0;B0;2.49;;
0;B1;2.44;;
0;B2;2.53;;
0;B3;2.48;;
0;B4;2.56;;
0;B5;2.46;;
;;;502.99;6.83
0;B0;2.3;;
0;B1;2.3;;
0;B2;2.39;;
0;B3;2.23;;
0;B4;2.33;;
0;B5;2.24;;
;;;503.1;16.05
0;B0;1.81;;
0;B1;1.63;;
0;B2;1.79;;
0;B3;1.62;;
0;B4;1.8;;
0;B5;1.64;;
;;;508.07;34.66
0;B0;1.76;;
0;B1;1.66;;
0;B2;1.82;;
0;B3;1.65;;
0;B4;1.81;;
0;B5;1.66;;
;;;520.42;32.93
0;B0;1.91;;
0;B1;1.84;;
0;B2;1.99;;
0;B3;1.86;;
0;B4;2;;
0;B5;1.87;;
;;;522.61;24.38
0;B0;2.54;;
0;B1;2.59;;
0;B2;2.66;;
0;B3;2.63;;
0;B4;2.68;;
0;B5;2.63;;
;;;523.8;1.33
0;B0;2.57;;
0;B1;2.63;;
0;B2;2.7;;
0;B3;2.66;;
0;B4;2.71;;
0;B5;2.66;;
;;;523.8;0.72
0;B0;2.59;;
0;B1;2.65;;
0;B2;2.72;;
0;B3;2.68;;
0;B4;2.73;;
0;B5;2.67;;
;;;523.8;0
0;B0;2.6;;
0;B1;2.67;;
0;B2;2.73;;
0;B3;2.7;;
0;B4;2.74;;
0;B5;2.69;;
;;;523.8;0
0;B0;2.61;;
0;B1;2.68;;
0;B2;2.75;;
0;B3;2.71;;
0;B4;2.75;;
0;B5;2.7;;
;;;523.8;0
0;B0;2.62;;
0;B1;2.69;;
0;B2;2.76;;
0;B3;2.72;;
0;B4;2.76;;
0;B5;2.71;;
;;;523.8;0
0;B0;2.62;;
0;B1;2.7;;
0;B2;2.77;;
0;B3;2.7;;
0;B4;2.76;;
0;B5;2.71;;
;;;523.83;0
0;B0;1.92;;
0;B1;1.86;;
0;B2;2;;
0;B3;1.86;;
0;B4;2.01;;
0;B5;1.88;;
;;;529.21;27.55
0;B0;2.52;;
0;B1;2.57;;
0;B2;2.65;;
0;B3;2.6;;
0;B4;2.66;;
0;B5;2.61;;
;;;530.68;0
0;B0;2.57;;
0;B1;2.64;;
0;B2;2.7;;
0;B3;2.65;;
0;B4;2.72;;
0;B5;2.66;;
;;;530.68;0
0;B0;2.58;;
0;B1;2.65;;
0;B2;2.73;;
0;B3;2.69;;
0;B4;2.76;;
0;B5;2.67;;
;;;530.68;0
0;B0;1.66;;
0;B1;1.55;;
0;B2;1.73;;
0;B3;1.52;;
0;B4;1.74;;
0;B5;1.53;;
;;;532.37;45.26
0;B0;1.72;;
0;B1;1.62;;
0;B2;1.77;;
0;B3;1.59;;
0;B4;1.78;;
0;B5;1.61;;
;;;535.75;38.27
0;B0;2.54;;
0;B1;2.58;;
0;B2;2.66;;
0;B3;2.61;;
0;B4;2.68;;
0;B5;2.63;;
;;;538.85;0
0;B0;2.56;;
0;B1;2.61;;
0;B2;2.68;;
0;B3;2.66;;
0;B4;2.72;;
0;B5;2.64;;
;;;538.85;0
0;B0;2.59;;
0;B1;2.65;;
0;B2;2.72;;
0;B3;2.67;;
0;B4;2.75;;
0;B5;2.68;;
;;;538.85;0
0;B0;2.6;;
0;B1;2.66;;
0;B2;2.73;;
0;B3;2.67;;
0;B4;2.74;;
0;B5;2.68;;
;;;538.85;0
0;B0;2.62;;
0;B1;2.67;;
0;B2;2.74;;
0;B3;2.69;;
0;B4;2.77;;
0;B5;2.7;;
;;;538.85;0
0;B0;2.62;;
0;B1;2.68;;
0;B2;2.75;;
0;B3;2.71;;
0;B4;2.75;;
0;B5;2.7;;
;;;538.85;0
0;B0;2.54;;
0;B1;2.59;;
0;B2;2.67;;
0;B3;2.61;;
0;B4;2.71;;
0;B5;2.62;;
;;;540.67;1.11
0;B0;2.43;;
0;B1;2.47;;
0;B2;2.56;;
0;B3;2.47;;
0;B4;2.58;;
0;B5;2.49;;
;;;541.23;7.11
0;B0;2.62;;
0;B1;2.66;;
0;B2;2.73;;
0;B3;2.7;;
0;B4;2.74;;
0;B5;2.69;;
;;;542.49;0
0;B0;2.6;;
0;B1;2.65;;
0;B2;2.72;;
0;B3;2.68;;
0;B4;2.73;;
0;B5;2.66;;
;;;542.57;2.05
0;B0;2.3;;
0;B1;2.3;;
0;B2;2.36;;
0;B3;2.24;;
0;B4;2.34;;
0;B5;2.29;;
;;;542.9;10.5
0;B0;2.56;;
0;B1;2.59;;
0;B2;2.66;;
0;B3;2.62;;
0;B4;2.69;;
0;B5;2.62;;
;;;546.87;0
0;B0;2.59;;
0;B1;2.63;;
0;B2;2.7;;
0;B3;2.67;;
0;B4;2.73;;
0;B5;2.65;;
;;;546.87;0
0;B0;1.88;;
0;B1;1.8;;
0;B2;1.95;;
0;B3;1.79;;
0;B4;1.96;;
0;B5;1.81;;
;;;550.82;31.99
0;B0;1.76;;
0;B1;1.64;;
0;B2;1.8;;
0;B3;1.66;;
0;B4;1.84;;
0;B5;1.65;;
;;;553.3;34.82
0;B0;2.52;;
0;B1;2.54;;
0;B2;2.62;;
0;B3;2.61;;
0;B4;2.65;;
0;B5;2.58;;
;;;557.09;0.94
0;B0;2.6;;
0;B1;2.61;;
0;B2;2.7;;
0;B3;2.67;;
0;B4;2.71;;
0;B5;2.65;;
;;;557.82;0
0;B0;2.63;;
0;B1;2.66;;
0;B2;2.73;;
0;B3;2.69;;
0;B4;2.77;;
0;B5;2.67;;
;;;557.82;0
0;B0;2.63;;
0;B1;2.66;;
0;B2;2.73;;
0;B3;2.69;;
0;B4;2.75;;
0;B5;2.69;;
;;;557.82;0
