IDMessage;Battery;Value;W/h;amps
0;B0;1.87;;
0;B1;1.76;;
0;B2;1.88;;
0;B3;1.74;;
0;B4;1.82;;
0;B5;1.75;;
;;;473.79;33.36
0;B0;1.87;;
0;B1;1.79;;
0;B2;1.88;;
0;B3;1.74;;
0;B4;1.83;;
0;B5;1.75;;
;;;478.08;33.13
0;B0;2.07;;
0;B1;1.99;;
0;B2;2.09;;
0;B3;1.99;;
0;B4;2.04;;
0;B5;2.00;;
;;;486.14;20.75
0;B0;1.93;;
0;B1;1.83;;
0;B2;1.96;;
0;B3;1.82;;
0;B4;1.91;;
0;B5;1.84;;
;;;488.59;27.86
0;B0;2.62;;
0;B1;2.60;;
0;B2;2.65;;
0;B3;2.61;;
0;B4;2.64;;
0;B5;2.60;;
;;;493.97;0.00
0;B0;2.43;;
0;B1;2.40;;
0;B2;2.43;;
0;B3;2.36;;
0;B4;2.41;;
0;B5;2.36;;
;;;494.05;10.75
0;B0;2.43;;
0;B1;2.40;;
0;B2;2.47;;
0;B3;2.38;;
0;B4;2.43;;
0;B5;2.38;;
;;;495.25;12.36
0;B0;1.86;;
0;B1;1.76;;
0;B2;1.88;;
0;B3;1.72;;
0;B4;1.81;;
0;B5;1.74;;
;;;499.77;32.75
0;B0;2.61;;
0;B1;2.58;;
0;B2;2.63;;
0;B3;2.61;;
0;B4;2.63;;
0;B5;2.59;;
;;;502.65;0.00
0;B0;1.72;;
0;B1;1.60;;
0;B2;1.73;;
0;B3;1.56;;
0;B4;1.66;;
0;B5;1.58;;
;;;504.60;40.86
0;B0;2.18;;
0;B1;2.13;;
0;B2;2.21;;
0;B3;2.14;;
0;B4;2.18;;
0;B5;2.09;;
;;;508.60;17.92
0;B0;1.75;;
0;B1;1.64;;
0;B2;1.76;;
0;B3;1.62;;
0;B4;1.70;;
0;B5;1.63;;
;;;515.25;34.75
0;B0;2.31;;
0;B1;2.27;;
0;B2;2.35;;
0;B3;2.26;;
0;B4;2.32;;
0;B5;2.26;;
;;;516.62;13.64
0;B0;2.25;;
0;B1;2.19;;
0;B2;2.26;;
0;B3;2.21;;
0;B4;2.25;;
0;B5;2.18;;
;;;520.76;17.42
0;B0;2.06;;
0;B1;1.98;;
0;B2;2.09;;
0;B3;1.98;;
0;B4;2.05;;
0;B5;1.98;;
;;;524.22;23.14
0;B0;1.99;;
0;B1;1.90;;
0;B2;2.02;;
0;B3;1.90;;
0;B4;1.98;;
0;B5;1.90;;
;;;528.27;27.08
0;B0;2.56;;
0;B1;2.53;;
0;B2;2.58;;
0;B3;2.55;;
0;B4;2.58;;
0;B5;2.53;;
;;;531.68;0.00
0;B0;1.99;;
0;B1;1.84;;
0;B2;2.00;;
0;B3;1.85;;
0;B4;1.95;;
0;B5;1.88;;
;;;532.91;28.91
0;B0;2.62;;
0;B1;2.60;;
0;B2;2.66;;
0;B3;2.62;;
0;B4;2.65;;
0;B5;2.61;;
;;;534.46;0.00
0;B0;1.74;;
0;B1;1.62;;
0;B2;1.74;;
0;B3;1.59;;
0;B4;1.69;;
0;B5;1.59;;
;;;538.39;34.80
0;B0;1.78;;
0;B1;1.66;;
0;B2;1.79;;
0;B3;1.65;;
0;B4;1.73;;
0;B5;1.66;;
;;;543.54;32.36
0;B0;2.60;;
0;B1;2.58;;
0;B2;2.64;;
0;B3;2.61;;
0;B4;2.64;;
0;B5;2.58;;
;;;548.76;0.00
0;B0;1.70;;
0;B1;1.57;;
0;B2;1.69;;
0;B3;1.54;;
0;B4;1.66;;
0;B5;1.56;;
;;;550.94;36.47
0;B0;2.54;;
0;B1;2.50;;
0;B2;2.56;;
0;B3;2.53;;
0;B4;2.56;;
0;B5;2.51;;
;;;553.99;2.14
0;B0;1.83;;
0;B1;1.71;;
0;B2;1.81;;
0;B3;1.67;;
0;B4;1.78;;
0;B5;1.71;;
;;;557.40;33.91
0;B0;1.76;;
0;B1;1.66;;
0;B2;1.78;;
0;B3;1.63;;
0;B4;1.72;;
0;B5;1.64;;
;;;559.77;33.63
0;B0;2.25;;
0;B1;2.18;;
0;B2;2.28;;
0;B3;2.20;;
0;B4;2.25;;
0;B5;2.18;;
;;;563.46;14.03
0;B0;2.63;;
0;B1;2.61;;
0;B2;2.67;;
0;B3;2.63;;
0;B4;2.67;;
0;B5;2.62;;
;;;563.83;0.00
0;B0;2.18;;
0;B1;2.10;;
0;B2;2.18;;
0;B3;2.09;;
0;B4;2.16;;
0;B5;2.09;;
;;;564.00;21.25
0;B0;2.63;;
0;B1;2.60;;
0;B2;2.67;;
0;B3;2.63;;
0;B4;2.66;;
0;B5;2.60;;
;;;567.50;0.00
0;B0;2.31;;
0;B1;2.26;;
0;B2;2.34;;
0;B3;2.26;;
0;B4;2.32;;
0;B5;2.25;;
;;;568.30;15.25
0;B0;2.67;;
0;B1;2.65;;
0;B2;2.71;;
0;B3;2.66;;
0;B4;2.69;;
0;B5;2.65;;
;;;571.39;0.00
0;B0;2.70;;
0;B1;2.69;;
0;B2;2.75;;
0;B3;2.69;;
0;B4;2.73;;
0;B5;2.67;;
;;;571.43;0.00
0;B0;2.08;;
0;B1;1.99;;
0;B2;2.08;;
0;B3;1.98;;
0;B4;2.05;;
0;B5;1.99;;
;;;573.00;25.97
0;B0;2.65;;
0;B1;2.62;;
0;B2;2.68;;
0;B3;2.65;;
0;B4;2.67;;
0;B5;2.62;;
;;;576.20;0.00
0;B0;2.69;;
0;B1;2.68;;
0;B2;2.72;;
0;B3;2.69;;
0;B4;2.72;;
0;B5;2.67;;
;;;576.20;0.00
0;B0;2.72;;
0;B1;2.71;;
0;B2;2.77;;
0;B3;2.72;;
0;B4;2.75;;
0;B5;2.70;;
;;;576.20;0.00
0;B0;2.73;;
0;B1;2.73;;
0;B2;2.78;;
0;B3;2.73;;
0;B4;2.76;;
0;B5;2.71;;
;;;576.20;0.00
0;B0;2.75;;
0;B1;2.74;;
0;B2;2.80;;
0;B3;2.74;;
0;B4;2.77;;
0;B5;2.73;;
;;;576.20;0.00
0;B0;2.75;;
0;B1;2.74;;
0;B2;2.79;;
0;B3;2.74;;
0;B4;2.77;;
0;B5;2.73;;
;;;576.25;0.00
0;B0;2.69;;
0;B1;2.69;;
0;B2;2.73;;
0;B3;2.68;;
0;B4;2.73;;
0;B5;2.67;;
;;;577.93;1.31
0;B0;2.31;;
0;B1;2.16;;
0;B2;2.30;;
0;B3;2.23;;
0;B4;2.30;;
0;B5;2.23;;
;;;580.46;18.53
0;B0;2.61;;
0;B1;2.59;;
0;B2;2.65;;
0;B3;2.58;;
0;B4;2.63;;
0;B5;2.57;;
;;;581.60;4.09
0;B0;2.21;;
0;B1;2.15;;
0;B2;2.23;;
0;B3;2.11;;
0;B4;2.20;;
0;B5;2.12;;
;;;583.20;22.97
0;B0;2.49;;
0;B1;2.46;;
0;B2;2.52;;
0;B3;2.45;;
0;B4;2.49;;
0;B5;2.45;;
;;;585.44;9.14
0;B0;2.30;;
0;B1;2.23;;
0;B2;2.32;;
0;B3;2.21;;
0;B4;2.27;;
0;B5;2.23;;
;;;587.86;15.64
0;B0;2.67;;
0;B1;2.65;;
0;B2;2.71;;
0;B3;2.66;;
0;B4;2.70;;
0;B5;2.66;;
;;;589.14;0.00
0;B0;1.79;;
0;B1;1.67;;
0;B2;1.79;;
0;B3;1.60;;
0;B4;1.72;;
0;B5;1.63;;
;;;590.97;41.52
0;B0;2.34;;
0;B1;2.29;;
0;B2;2.37;;
0;B3;2.29;;
0;B4;2.34;;
0;B5;2.28;;
;;;593.90;13.31
0;B0;2.34;;
0;B1;2.28;;
0;B2;2.35;;
0;B3;2.30;;
0;B4;2.35;;
0;B5;2.25;;
;;;597.45;9.81
0;B0;2.63;;
0;B1;2.60;;
0;B2;2.66;;
0;B3;2.62;;
0;B4;2.65;;
0;B5;2.60;;
;;;599.16;0.00
0;B0;2.13;;
0;B1;2.07;;
0;B2;2.14;;
0;B3;2.04;;
0;B4;2.12;;
0;B5;2.04;;
;;;601.24;22.58
0;B0;2.08;;
0;B1;2.00;;
0;B2;2.09;;
0;B3;2.00;;
0;B4;2.08;;
0;B5;1.99;;
;;;605.60;23.19
0;B0;2.62;;
0;B1;2.60;;
0;B2;2.66;;
0;B3;2.61;;
0;B4;2.65;;
0;B5;2.60;;
;;;610.83;0.00
0;B0;2.67;;
0;B1;2.64;;
0;B2;2.70;;
0;B3;2.67;;
0;B4;2.69;;
0;B5;2.65;;
;;;610.83;0.00
0;B0;2.69;;
0;B1;2.68;;
0;B2;2.74;;
0;B3;2.69;;
0;B4;2.73;;
0;B5;2.67;;
;;;610.92;0.00
0;B0;2.72;;
0;B1;2.70;;
0;B2;2.76;;
0;B3;2.71;;
0;B4;2.75;;
0;B5;2.69;;
;;;610.92;0.00
0;B0;2.73;;
0;B1;2.72;;
0;B2;2.77;;
0;B3;2.73;;
0;B4;2.76;;
0;B5;2.71;;
;;;610.92;0.00
0;B0;2.75;;
0;B1;2.75;;
0;B2;2.78;;
0;B3;2.74;;
0;B4;2.77;;
0;B5;2.72;;
;;;610.92;0.00
0;B0;2.19;;
0;B1;2.21;;
0;B2;2.28;;
0;B3;2.17;;
0;B4;2.26;;
0;B5;2.18;;
;;;613.49;17.75
0;B0;2.51;;
0;B1;2.47;;
0;B2;2.54;;
0;B3;2.41;;
0;B4;2.44;;
0;B5;2.47;;
;;;616.65;6.20
0;B0;2.59;;
0;B1;2.55;;
0;B2;2.60;;
0;B3;2.59;;
0;B4;2.61;;
0;B5;2.55;;
;;;618.75;2.64
0;B0;2.21;;
0;B1;2.15;;
0;B2;2.22;;
0;B3;2.14;;
0;B4;2.20;;
0;B5;2.14;;
;;;624.56;16.81
0;B0;2.31;;
0;B1;2.25;;
0;B2;2.33;;
0;B3;2.25;;
0;B4;2.31;;
0;B5;2.24;;
;;;627.56;13.14
0;B0;2.65;;
0;B1;2.63;;
0;B2;2.69;;
0;B3;2.65;;
0;B4;2.69;;
0;B5;2.62;;
;;;627.85;0.00
0;B0;2.15;;
0;B1;2.08;;
0;B2;2.16;;
0;B3;2.04;;
0;B4;2.14;;
0;B5;2.05;;
;;;628.79;23.41
0;B0;2.24;;
0;B1;2.15;;
0;B2;2.26;;
0;B3;2.16;;
0;B4;2.24;;
0;B5;2.15;;
;;;631.76;18.19
0;B0;2.32;;
0;B1;2.26;;
0;B2;2.36;;
0;B3;2.27;;
0;B4;2.32;;
0;B5;2.26;;
;;;634.23;14.69
0;B0;2.35;;
0;B1;2.30;;
0;B2;2.36;;
0;B3;2.30;;
0;B4;2.35;;
0;B5;2.29;;
;;;636.04;12.81
0;B0;1.85;;
0;B1;1.74;;
0;B2;1.85;;
0;B3;1.69;;
0;B4;1.81;;
0;B5;1.70;;
;;;638.00;36.80
0;B0;2.60;;
0;B1;2.56;;
0;B2;2.63;;
0;B3;2.58;;
0;B4;2.63;;
0;B5;2.56;;
;;;640.56;1.36
0;B0;2.67;;
0;B1;2.66;;
0;B2;2.71;;
0;B3;2.66;;
0;B4;2.70;;
0;B5;2.65;;
;;;640.78;0.00
0;B0;2.16;;
0;B1;2.09;;
0;B2;2.16;;
0;B3;2.07;;
0;B4;2.15;;
0;B5;2.07;;
;;;641.72;24.41
0;B0;2.30;;
0;B1;2.23;;
0;B2;2.31;;
0;B3;2.24;;
0;B4;2.31;;
0;B5;2.24;;
;;;644.85;15.42
0;B0;2.66;;
0;B1;2.64;;
0;B2;2.71;;
0;B3;2.65;;
0;B4;2.69;;
0;B5;2.63;;
;;;645.55;0.00
0;B0;2.70;;
0;B1;2.68;;
0;B2;2.73;;
0;B3;2.69;;
0;B4;2.73;;
0;B5;2.68;;
;;;645.55;0.00
0;B0;2.31;;
0;B1;2.28;;
0;B2;2.34;;
0;B3;2.24;;
0;B4;2.33;;
0;B5;2.24;;
;;;646.50;16.81
0;B0;2.14;;
0;B1;2.05;;
0;B2;2.16;;
0;B3;2.05;;
0;B4;2.14;;
0;B5;2.05;;
;;;649.25;22.86
0;B0;2.30;;
0;B1;2.23;;
0;B2;2.32;;
0;B3;2.22;;
0;B4;2.30;;
0;B5;2.22;;
;;;651.12;15.92
0;B0;2.66;;
0;B1;2.63;;
0;B2;2.70;;
0;B3;2.66;;
0;B4;2.70;;
0;B5;2.63;;
;;;656.02;0.81
0;B0;2.36;;
0;B1;2.30;;
0;B2;2.38;;
0;B3;2.30;;
0;B4;2.38;;
0;B5;2.30;;
;;;657.06;14.03
0;B0;2.38;;
0;B1;2.32;;
0;B2;2.40;;
0;B3;2.32;;
0;B4;2.39;;
0;B5;2.31;;
;;;659.25;12.53
0;B0;2.56;;
0;B1;2.45;;
0;B2;2.49;;
0;B3;2.55;;
0;B4;2.59;;
0;B5;2.53;;
;;;660.51;1.64
0;B0;2.37;;
0;B1;2.33;;
0;B2;2.39;;
0;B3;2.30;;
0;B4;2.37;;
0;B5;2.30;;
;;;661.20;15.53
0;B0;2.41;;
0;B1;2.33;;
0;B2;2.37;;
0;B3;2.36;;
0;B4;2.39;;
0;B5;2.35;;
;;;662.72;11.14
0;B0;2.69;;
0;B1;2.66;;
0;B2;2.71;;
0;B3;2.68;;
0;B4;2.72;;
0;B5;2.66;;
;;;663.61;0.00
0;B0;1.77;;
0;B1;1.64;;
0;B2;1.76;;
0;B3;1.58;;
0;B4;1.73;;
0;B5;1.62;;
;;;666.23;39.19
0;B0;2.23;;
0;B1;2.23;;
0;B2;2.31;;
0;B3;2.24;;
0;B4;2.23;;
0;B5;2.15;;
;;;669.52;17.03
0;B0;2.08;;
0;B1;1.98;;
0;B2;2.09;;
0;B3;1.98;;
0;B4;2.07;;
0;B5;1.97;;
;;;673.94;23.19
0;B0;2.24;;
0;B1;2.14;;
0;B2;2.25;;
0;B3;2.15;;
0;B4;2.24;;
0;B5;2.16;;
;;;676.57;16.86
0;B0;2.20;;
0;B1;2.12;;
0;B2;2.22;;
0;B3;2.14;;
0;B4;2.22;;
0;B5;2.14;;
;;;679.10;14.14
0;B0;2.16;;
0;B1;2.10;;
0;B2;2.19;;
0;B3;2.09;;
0;B4;2.19;;
0;B5;2.08;;
;;;681.49;17.81
0;B0;2.62;;
0;B1;2.58;;
0;B2;2.65;;
0;B3;2.63;;
0;B4;2.66;;
0;B5;2.59;;
;;;682.60;0.00
0;B0;2.66;;
0;B1;2.62;;
0;B2;2.68;;
0;B3;2.64;;
0;B4;2.68;;
0;B5;2.63;;
;;;683.20;0.70
0;B0;2.61;;
0;B1;2.57;;
0;B2;2.63;;
0;B3;2.58;;
0;B4;2.63;;
0;B5;2.56;;
;;;683.21;3.81
0;B0;2.47;;
0;B1;2.43;;
0;B2;2.50;;
0;B3;2.42;;
0;B4;2.49;;
0;B5;2.42;;
;;;683.77;9.97
0;B0;2.68;;
0;B1;2.65;;
0;B2;2.71;;
0;B3;2.67;;
0;B4;2.71;;
0;B5;2.65;;
;;;684.29;1.36
0;B0;2.72;;
0;B1;2.70;;
0;B2;2.76;;
0;B3;2.72;;
0;B4;2.75;;
0;B5;2.69;;
;;;684.34;0.00
0;B0;2.67;;
0;B1;2.65;;
0;B2;2.72;;
0;B3;2.66;;
0;B4;2.70;;
0;B5;2.64;;
;;;684.63;1.92
0;B0;2.71;;
0;B1;2.68;;
0;B2;2.75;;
0;B3;2.70;;
0;B4;2.74;;
0;B5;2.69;;
;;;685.93;0.00
0;B0;2.61;;
0;B1;2.57;;
0;B2;2.63;;
0;B3;2.59;;
0;B4;2.65;;
0;B5;2.59;;
;;;686.21;5.59
0;B0;2.11;;
0;B1;2.01;;
0;B2;2.12;;
0;B3;2.00;;
0;B4;2.10;;
0;B5;2.01;;
;;;690.48;22.97
0;B0;2.31;;
0;B1;2.23;;
0;B2;2.32;;
0;B3;2.25;;
0;B4;2.31;;
0;B5;2.24;;
;;;696.68;11.53
0;B0;2.64;;
0;B1;2.54;;
0;B2;2.67;;
0;B3;2.62;;
0;B4;2.66;;
0;B5;2.60;;
;;;697.12;0.86
0;B0;1.83;;
0;B1;1.71;;
0;B2;1.83;;
0;B3;1.75;;
0;B4;1.86;;
0;B5;1.76;;
;;;699.66;34.97
0;B0;2.25;;
0;B1;2.17;;
0;B2;2.25;;
0;B3;2.17;;
0;B4;2.18;;
0;B5;2.15;;
;;;703.01;14.14
0;B0;2.42;;
0;B1;2.35;;
0;B2;2.45;;
0;B3;2.38;;
0;B4;2.45;;
0;B5;2.37;;
;;;706.57;9.20
0;B0;2.65;;
0;B1;2.61;;
0;B2;2.69;;
0;B3;2.64;;
0;B4;2.69;;
0;B5;2.62;;
;;;706.74;0.00
0;B0;2.11;;
0;B1;2.03;;
0;B2;2.11;;
0;B3;2.00;;
0;B4;2.10;;
0;B5;2.00;;
;;;707.02;25.53
0;B0;2.01;;
0;B1;1.95;;
0;B2;2.02;;
0;B3;1.90;;
0;B4;2.07;;
0;B5;1.90;;
;;;712.34;25.30
0;B0;2.31;;
0;B1;2.23;;
0;B2;2.32;;
0;B3;2.24;;
0;B4;2.32;;
0;B5;2.25;;
;;;714.60;13.20
0;B0;2.64;;
0;B1;2.60;;
0;B2;2.67;;
0;B3;2.63;;
0;B4;2.67;;
0;B5;2.61;;
;;;714.82;0.00
0;B0;2.49;;
0;B1;2.44;;
0;B2;2.53;;
0;B3;2.45;;
0;B4;2.52;;
0;B5;2.44;;
;;;715.00;8.36
0;B0;2.26;;
0;B1;2.17;;
0;B2;2.26;;
0;B3;2.20;;
0;B4;2.26;;
0;B5;2.18;;
;;;718.78;14.03
0;B0;2.44;;
0;B1;2.36;;
0;B2;2.46;;
0;B3;2.40;;
0;B4;2.46;;
0;B5;2.39;;
;;;722.57;6.81
0;B0;2.12;;
0;B1;2.02;;
0;B2;2.13;;
0;B3;2.02;;
0;B4;2.13;;
0;B5;2.03;;
;;;724.72;24.80
0;B0;2.30;;
0;B1;2.22;;
0;B2;2.32;;
0;B3;2.24;;
0;B4;2.31;;
0;B5;2.22;;
;;;727.73;14.42
0;B0;1.85;;
0;B1;1.72;;
0;B2;1.83;;
0;B3;1.71;;
0;B4;1.82;;
0;B5;1.70;;
;;;730.05;34.19
0;B0;2.62;;
0;B1;2.57;;
0;B2;2.65;;
0;B3;2.62;;
0;B4;2.65;;
0;B5;2.59;;
;;;731.73;0.00
0;B0;2.55;;
0;B1;2.49;;
0;B2;2.57;;
0;B3;2.52;;
0;B4;2.58;;
0;B5;2.50;;
;;;732.80;3.75
0;B0;1.84;;
0;B1;1.74;;
0;B2;1.82;;
0;B3;1.73;;
0;B4;1.84;;
0;B5;1.70;;
;;;737.34;32.75
0;B0;2.60;;
0;B1;2.54;;
0;B2;2.61;;
0;B3;2.58;;
0;B4;2.63;;
0;B5;2.56;;
;;;739.13;0.00
0;B0;2.64;;
0;B1;2.59;;
0;B2;2.67;;
0;B3;2.63;;
0;B4;2.68;;
0;B5;2.61;;
;;;739.13;0.00
0;B0;2.22;;
0;B1;2.13;;
0;B2;2.25;;
0;B3;2.15;;
0;B4;2.22;;
0;B5;2.13;;
;;;739.96;18.86
0;B0;2.22;;
0;B1;2.12;;
0;B2;2.22;;
0;B3;2.15;;
0;B4;2.23;;
0;B5;2.14;;
;;;743.85;15.97
0;B0;2.44;;
0;B1;2.34;;
0;B2;2.47;;
0;B3;2.42;;
0;B4;2.47;;
0;B5;2.39;;
;;;751.49;4.59
0;B0;2.56;;
0;B1;2.48;;
0;B2;2.58;;
0;B3;2.54;;
0;B4;2.59;;
0;B5;2.52;;
;;;753.21;0.00
0;B0;2.08;;
0;B1;1.96;;
0;B2;2.10;;
0;B3;1.98;;
0;B4;2.07;;
0;B5;1.97;;
;;;753.88;26.64
0;B0;2.30;;
0;B1;2.20;;
0;B2;2.29;;
0;B3;2.25;;
0;B4;2.33;;
0;B5;2.23;;
;;;756.75;12.20
0;B0;1.97;;
0;B1;1.84;;
0;B2;1.97;;
0;B3;1.85;;
0;B4;1.95;;
0;B5;1.85;;
;;;762.75;25.41
0;B0;2.30;;
0;B1;2.20;;
0;B2;2.30;;
0;B3;2.23;;
0;B4;2.31;;
0;B5;2.22;;
;;;768.00;12.14
0;B0;2.32;;
0;B1;2.23;;
0;B2;2.41;;
0;B3;2.35;;
0;B4;2.41;;
0;B5;2.33;;
;;;768.66;15.19
0;B0;2.49;;
0;B1;2.41;;
0;B2;2.51;;
0;B3;2.45;;
0;B4;2.52;;
0;B5;2.43;;
;;;769.29;6.42
0;B0;2.63;;
0;B1;2.56;;
0;B2;2.66;;
0;B3;2.63;;
0;B4;2.66;;
0;B5;2.59;;
;;;771.94;0.81
0;B0;2.65;;
0;B1;2.58;;
0;B2;2.67;;
0;B3;2.63;;
0;B4;2.67;;
0;B5;2.61;;
;;;772.95;0.00
0;B0;1.94;;
0;B1;1.81;;
0;B2;1.95;;
0;B3;1.82;;
0;B4;1.93;;
0;B5;1.82;;
;;;774.19;32.19
0;B0;2.56;;
0;B1;2.48;;
0;B2;2.57;;
0;B3;2.56;;
0;B4;2.60;;
0;B5;2.52;;
;;;777.14;0.98
0;B0;1.90;;
0;B1;1.76;;
0;B2;1.89;;
0;B3;1.77;;
0;B4;1.91;;
0;B5;1.77;;
;;;779.50;30.64
0;B0;2.26;;
0;B1;2.15;;
0;B2;2.27;;
0;B3;2.18;;
0;B4;2.26;;
0;B5;2.18;;
;;;782.88;13.47
0;B0;2.39;;
0;B1;2.29;;
0;B2;2.36;;
0;B3;2.26;;
0;B4;2.41;;
0;B5;2.25;;
;;;784.50;10.03
0;B0;2.50;;
0;B1;2.42;;
0;B2;2.52;;
0;B3;2.48;;
0;B4;2.53;;
0;B5;2.46;;
;;;787.24;2.31
0;B0;2.52;;
0;B1;2.43;;
0;B2;2.53;;
0;B3;2.50;;
0;B4;2.55;;
0;B5;2.47;;
;;;791.00;0.00
0;B0;1.67;;
0;B1;1.50;;
0;B2;1.66;;
0;B3;1.49;;
0;B4;1.61;;
0;B5;1.50;;
;;;792.14;42.19
0;B0;1.64;;
0;B1;1.46;;
0;B2;1.60;;
0;B3;1.45;;
0;B4;1.60;;
0;B5;1.45;;
;;;798.71;38.30
0;B0;2.53;;
0;B1;2.45;;
0;B2;2.56;;
0;B3;2.53;;
0;B4;2.57;;
0;B5;2.49;;
;;;801.63;0.00
0;B0;2.51;;
0;B1;2.41;;
0;B2;2.53;;
0;B3;2.50;;
0;B4;2.54;;
0;B5;2.47;;
;;;804.01;0.00
